gene,log2FC,pvalue
205381_at,-3.520800578240613,8.222646053341503e-14
205382_s_at,-1.1731392628117288,3.8861497148890725e-05
205392_s_at,-1.1575219402576047,0.00011840523413585043
205393_s_at,2.2492434502603444,8.236405478673604e-24
205394_at,2.446942570567278,1.9223656495090963e-18
205399_at,-1.46954881063305,1.612348753973856e-05
205403_at,1.3345392271855303,7.004541771577946e-06
205407_at,-1.3121092052617156,4.948844299739814e-07
205422_s_at,-2.1457515428884646,1.698356139203027e-11
205428_s_at,2.0100166182515764,4.108291909280569e-09
205429_s_at,1.136565757741847,6.4078947071778016e-12
205440_s_at,-1.165917903535215,0.023827542156114333
205441_at,-1.305162285557686,4.6933585060549827e-17
205448_s_at,-1.3548462592491095,4.654059884752234e-15
205453_at,-2.203796122225266,4.65650620169863e-11
205471_s_at,-3.2140011674431355,3.661997478827088e-15
205472_s_at,-1.7397811729240882,9.524588800864555e-09
205475_at,2.54532825431625,2.028381470599054e-09
205476_at,2.237506292134832,7.506260788968028e-09
205485_at,1.3314678870923529,2.1598373581438997e-07
205487_s_at,1.917736105782407,1.2342661669407437e-09
205495_s_at,1.1749871252397917,0.0004690839344671913
205498_at,-1.5824065168539323,2.1563984232149344e-05
205499_at,-1.6056560701562068,3.728676054608178e-09
205509_at,-2.252699742395177,0.0007974580815117403
205513_at,-1.6507398246094827,0.0036378332954812814
205518_s_at,-1.2421633543436554,1.5006575667975647e-05
205527_s_at,1.1827703398191272,7.563410073399465e-15
205528_s_at,-1.292186503151548,5.020865874653871e-07
205529_s_at,-1.8043961030419293,7.224409233657259e-08
205539_at,-1.1370639736914212,9.365048528228673e-11
205543_at,1.6174078816114008,9.143991570481095e-10
205548_s_at,2.143678437928201,6.824499029989388e-19
205549_at,1.442534751986845,1.5481608728222495e-08
205565_s_at,1.0537405946834735,3.673686054242084e-12
205569_at,2.9130740175390537,2.8781269264507165e-11
205585_at,1.6458397067689798,3.3129690808639924e-17
205590_at,1.021941022197863,0.009135172114418917
205593_s_at,1.8814476130446698,1.9808306955199423e-14
205595_at,2.461368536585366,3.763747323544505e-09
205597_at,-4.044452258152919,1.8566827363561302e-17
205603_s_at,1.2318880734447797,2.2484436733796447e-09
205606_at,1.155458078925733,3.0134795150515745e-10
205608_s_at,1.2033059852014252,1.3007311597695453e-06
205609_at,1.2376504604001095,2.3118862533779955e-06
205613_at,-2.635164143600985,2.1465668421525544e-13
205624_at,-3.729539169635517,4.0109821017725736e-15
205645_at,-1.1118710578240618,4.7645368499701214e-05
205646_s_at,1.682834623184434,5.771139851705633e-07
205660_at,1.5093086763496855,0.00040159848227255016
205667_at,1.1185961249657446,1.2098149240398417e-13
205668_at,1.2869948506440112,5.8977448169606334e-05
205671_s_at,2.248230975609756,4.8317593849777685e-14
205680_at,-1.1262574513565355,0.000953830402501126
205681_at,2.847603614688956,5.606911219922445e-12
205683_x_at,-3.267146525075364,9.19747665153865e-15
205692_s_at,1.9155107700739942,1.0390139441421445e-06
205696_s_at,-2.640610654973965,2.1246450383575038e-07
205713_s_at,-2.692258224171007,3.94884592051745e-08
205730_s_at,-2.0235154398465336,1.437309714613773e-14
205733_at,2.1209310934502588,2.265683229247884e-13
205757_at,-1.020508558509181,7.11061656813361e-08
205768_s_at,-1.1861204028500958,0.0003428626193029807
205769_at,-1.279414573855851,0.0002738667410168637
205776_at,-1.838282389695808,8.450365661183473e-07
205778_at,2.031548268018634,2.1500001111372772e-07
205780_at,-2.24756149355988,6.672864634066593e-15
205790_at,-1.0492139462866543,0.00019488831476268046
205792_at,-1.312272844614963,0.00019598060823747604
205794_s_at,-1.1736708933954505,0.00015752813745486437
205819_at,3.2676139956152372,4.757597738183517e-19
205828_at,-1.1553224198410526,0.01488221552817486
205830_at,-1.9345333981912862,3.180283467844664e-06
205861_at,1.8954071499040825,1.0724559493538882e-07
205862_at,-2.636303913400933,2.2484077051514624e-08
205879_x_at,-1.5643335242532195,2.314571569516483e-05
205883_at,-1.2192327103315979,7.935862691102793e-06
205890_s_at,2.880215820772813,3.7910441360195717e-07
205891_at,1.2722622608933962,1.09410773564272e-07
205898_at,-2.05770469717731,1.5102458338940931e-06
205907_s_at,-2.0668157001918352,1.287766458520593e-08
205908_s_at,-2.039338637983009,2.435959000579626e-07
205909_at,1.2641114551932047,6.15077206554034e-07
205926_at,1.8376174239517686,4.0929921431130576e-17
205933_at,-1.324413373526994,0.00021246860810370804
205934_at,-1.065131956700467,4.5059951313890615e-05
205941_s_at,-2.690738624280627,4.7836035520606745e-12
205943_at,1.2042384571115372,0.0036998412710250532
205948_at,-1.0864430172650041,0.0004200144658384372
205959_at,-1.386202463688683,0.001163709993134762
205961_s_at,1.7395496409975326,1.2700526789596899e-14
205968_at,-1.249425500137022,1.8618949214940987e-06
205979_at,-1.66863345327487,0.0020503891890675434
205980_s_at,-1.186894930117841,7.67493805883057e-10
205992_s_at,1.0508411619621825,0.0005676894479100598
205996_s_at,1.2734497670594687,1.1795179414505587e-15
206002_at,1.4362406220882433,8.606731073643233e-08
206018_at,1.0042581995067135,7.712667719925065e-06
206022_at,-1.0488835324746506,0.008818327215925579
206023_at,1.7641459632776106,1.9764974084751523e-08
206032_at,2.2525286927925467,3.289127223891374e-08
206033_s_at,2.462515469991778,7.651889723586664e-09
206043_s_at,-1.4428633899698546,4.324992090231326e-05
206044_s_at,1.432070383666757,5.874132172040383e-15
206059_at,-1.6981477500685163,1.8656270499820407e-14
206074_s_at,1.256860898876405,1.519955927841378e-11
206082_at,1.3794692984379289,0.00011403238439533392
206091_at,-1.1489989860235692,4.151722370689912e-06
206101_at,-1.6586600274047685,9.815202834612617e-09
206102_at,1.836602137571938,8.557349007025365e-12
206115_at,-1.255492693888737,0.0022213368259814265
206125_s_at,1.7314499890380928,4.75521832039858e-06
206134_at,2.0412486297615784,3.157097423341959e-05
206157_at,3.119487333516032,4.1288788543389943e-17
206164_at,-1.6700479501233199,0.00016160262429392868
206165_s_at,-2.350012008769526,0.00024584295845392383
206166_s_at,-1.6948915319265554,0.00024454024844043284
206191_at,-1.1371325979720472,0.00036325419505036505
206197_at,-2.6230085009591666,6.448658788097775e-12
206204_at,1.0433070430254858,0.039481809001127986
206214_at,1.7533425130172642,6.276852766083109e-08
206224_at,-2.1947002164976706,9.085711017418074e-06
206227_at,-3.464907245820773,1.2634015852065322e-10
206276_at,3.009230509728693,3.012712697501089e-13
206307_s_at,1.5111782652781587,6.0259833760895286e-05
206326_at,-2.5078272732255433,3.0612749157119033e-10
206346_at,-1.1137856481227733,0.00014168850821416279
206364_at,2.677747947382845,9.13448710954844e-16
206373_at,4.438644390243903,5.0799833408848e-22
206378_at,-5.706912781583997,1.069765804592029e-11
206391_at,2.6382117073170734,1.761315559023359e-08
206392_s_at,2.9985821978624303,2.560005013459147e-08
206396_at,-1.3468575390517947,4.4969838047612876e-05
206401_s_at,-2.1462861167443146,3.72662846399739e-09
206407_s_at,1.082782052617155,0.00012260069674244873
206453_s_at,1.3059742614414906,2.4155565931885175e-06
206463_s_at,-3.037079355987942,9.409352051878076e-09
206469_x_at,-1.7284036777199239,3.2694451950561996e-12
206481_s_at,-1.4829926719649231,2.1209236394163193e-12
206482_at,-1.6896118416004393,9.456354677491249e-12
206483_at,-1.288612973417374,5.8702689089248656e-05
206486_at,1.2090519238147444,6.659010196623857e-08
206509_at,-6.494333433817485,1.360254852055663e-19
206513_at,1.8124077856947114,3.487869278341073e-08
206538_at,1.2148234392984385,3.2590938614479403e-20
206546_at,-1.064702241710056,0.0004135163744002821
206550_s_at,1.268109638257057,2.4020647268297228e-14
206560_s_at,3.4881596711427783,1.368666479841576e-23
206565_x_at,-1.5416543875034252,5.416416918999871e-10
206574_s_at,1.3115072403398207,2.259999455991062e-08
206600_s_at,-1.3363047163606465,2.167052083481567e-07
206632_s_at,1.9999198300904384,3.302422656048845e-07
206634_at,1.141495149355987,1.7931140802883233e-08
206653_at,1.2682485557687033,1.9483155980135905e-13
206683_at,1.3474882872019736,2.3549730509490208e-07
206714_at,-1.3460380761852564,0.00045051063715570417
206726_at,-1.1033651877226638,1.7603052089883671e-06
206734_at,1.0973554371060565,1.7193217404932303e-09
206754_s_at,-3.5219606741573033,3.0621647448624537e-07
206793_at,-1.9365984269662908,1.0171936582251998e-05
206799_at,-4.018094360098658,3.584613432965132e-08
206857_s_at,-1.0749021512743218,6.397399988419025e-05
206858_s_at,-1.6062989969854762,5.990909935404409e-13
206898_at,1.3861063688681834,1.0490659572693716e-06
206972_s_at,1.0288095615237047,2.4744997066108543e-09
206994_at,-1.1082758098109053,2.4739821390462756e-06
206999_at,1.8717296437380107,6.023700888461369e-10
207018_s_at,-1.3213834941079754,3.804519797426637e-12
207030_s_at,1.2305301616881348,1.3536924848195905e-06
207038_at,-2.3933943518772276,1.3588401182237723e-11
207039_at,4.047136138668127,2.3437388538363808e-23
207056_s_at,-2.3115601315428878,6.563372944166641e-14
207076_s_at,1.7149927678816148,1.229276863851e-06
207120_at,1.0545157988489997,1.1836967585531052e-05
207134_x_at,-3.148147229377913,4.502431622083715e-14
207163_s_at,-1.077401562071799,7.678592675068186e-11
207165_at,1.9124254809536874,7.443566275308643e-10
207172_s_at,-1.742292288298164,2.0066633313017518e-10
207173_x_at,-1.8463144532748679,9.483902299080652e-11
207191_s_at,-1.1141128062482872,0.00013662799122735901
207351_s_at,1.1284575143875037,2.1518077166033197e-09
207357_s_at,-2.1398958865442586,8.253324284075417e-22
207375_s_at,1.2367004932858308,1.309379267794852e-07
207417_s_at,-1.3475136886818309,4.887015777494091e-06
207430_s_at,-1.2380756590846809,0.003581483464513088
207469_s_at,2.2617554617703464,1.5180298632356515e-10
207522_s_at,-1.7941930008221414,1.0704484302562501e-08
207571_x_at,1.3558506248287214,5.67018322760381e-08
207741_x_at,-2.9842069251849828,2.046208342208871e-13
207746_at,1.7889234338174842,1.18409267389269e-15
207828_s_at,2.4147407234858864,4.407577072738731e-16
207843_x_at,-1.7306983694162774,7.565761758783906e-16
207847_s_at,-2.5085265524801335,1.539818124530896e-08
207891_s_at,1.142722932310222,3.1568727133353047e-09
207949_s_at,-1.3170477774732818,2.8332800401485603e-17
207977_s_at,-1.4785956974513565,5.69726894146211e-07
207996_s_at,-1.5531832556864895,3.0183470074583317e-10
208029_s_at,1.064899852014248,1.000084991935537e-06
208033_s_at,-1.1893820060290485,2.532541166498777e-10
208072_s_at,-1.2541344889010695,1.4886711176958512e-18
208075_s_at,1.0466942532200605,1.6461568287932e-07
208079_s_at,1.9630418635242526,1.2122253741108824e-09
208092_s_at,1.2195974431351053,1.856652685160069e-11
208103_s_at,3.9884292792545883,6.762352582249359e-26
208149_x_at,1.4523325486434633,2.3856206135089732e-17
208159_x_at,1.3042002713072094,1.1864821898256744e-17
208161_s_at,-1.6266223074815018,1.1647348052823658e-06
208165_s_at,1.304548835297343,7.729612906287298e-08
208180_s_at,-1.0159188435187723,0.012207358551732484
208228_s_at,1.4694916716908732,0.00022566709844928126
208309_s_at,1.0241946368868193,1.7117370395869484e-06
208335_s_at,-1.56232299534119,7.609772046113509e-05
208358_s_at,3.0302428994245,3.749071556781736e-24
208370_s_at,1.0044430885174034,6.671544728829819e-06
208420_x_at,-1.074291383940805,1.4602512688773136e-07
208425_s_at,-1.2271576431899152,4.513333639447308e-07
208433_s_at,1.4396698766785425,7.295193807651417e-11
208447_s_at,1.158481175664566,8.315442054828075e-07
208451_s_at,-3.3886540970128793,2.571937016434063e-15
208456_s_at,1.0111926034530017,1.3324240285731826e-06
208473_s_at,-1.3054587859687588,0.0032673127494133943
208607_s_at,1.5558601918333794,4.888202056721915e-07
208627_s_at,1.222440663195398,8.211730120648134e-17
208628_s_at,1.0529357084132656,1.383025716101238e-20
208682_s_at,-2.0145281392162264,1.503542355109159e-22
208711_s_at,-1.335552192381476,1.0436568975882496e-05
208712_at,-1.75957126884078,2.3991980669734384e-08
208740_at,-1.0814295916689485,2.2927088808625654e-11
208741_at,-1.078415623458481,1.4641426416302302e-11
208760_at,-1.3373766758015897,1.3480723387109665e-07
208763_s_at,-1.7751774349136742,4.336178435129159e-22
208767_s_at,1.0871851959440928,4.104977935440599e-06
208788_at,-1.5256760701562069,6.117439831202241e-16
208791_at,-1.1037563250205533,0.0015063016837929138
208792_s_at,-1.0110655878322845,0.0018924612577762246
208795_s_at,1.1447279309399825,3.447906473233385e-15
208808_s_at,1.318082269114825,6.215334585235994e-15
208831_x_at,-1.1377906029049054,2.004886647719492e-07
208850_s_at,-1.1417484571115404,2.9672154852328507e-08
208851_s_at,-1.04427361194848,4.142810318465522e-09
208872_s_at,-1.0352427898054248,4.070591276390866e-13
208873_s_at,-1.6456566018087173,1.5667779780623271e-22
208891_at,-1.1039828500959148,1.7875225095702315e-05
208892_s_at,-1.2754564483420117,1.8944442414666405e-06
208893_s_at,-1.3806953165250748,3.048192287878374e-06
208920_at,-1.1037448807892583,6.535004914388177e-06
208933_s_at,-1.6403122937791164,2.995885692489181e-17
208935_s_at,-1.439465607015622,3.420144766942876e-16
208936_x_at,-1.3281666374349133,6.0293265443307066e-12
208939_at,1.0072190956426414,1.7886047777240219e-12
208941_s_at,1.2047270567278705,1.0081921040127779e-13
208969_at,1.0857753521512734,1.4197615974642626e-13
208978_at,-2.1206828857221156,6.2260346161382615e-15
208997_s_at,-1.0420104466977271,1.4333294039227424e-06
208998_at,-1.0829016168813386,6.96282145294581e-07
209008_x_at,-1.6251496985475473,1.7246433630187814e-14
209043_at,1.0777697944642384,2.255373371432988e-15
209048_s_at,-1.1336589997259523,4.5567598872007085e-15
209049_s_at,-1.0689531926555222,2.015693917546409e-16
209070_s_at,-1.4671036530556298,3.1979767348496566e-07
209071_s_at,-1.4590376651137298,2.0555041126544946e-10
209074_s_at,1.2699587585639902,1.54482166296096e-07
209110_s_at,-1.2701250644012063,7.31909937783723e-20
209114_at,-2.8971515483694157,2.269438042271886e-14
209122_at,1.4146312277336257,2.2423192165601453e-10
209123_at,-1.0347273554398484,8.362244658908412e-06
209126_x_at,1.1036866785420658,1.787408495770525e-06
209136_s_at,1.2477932365031528,3.840129550813108e-09
209167_at,2.438131189366948,1.8722932666702428e-16
209168_at,1.7138719073718827,5.910887504369167e-19
209169_at,2.213537580158948,4.5228985847034125e-20
209170_s_at,2.32492226637435,1.9452482158853525e-15
209172_s_at,2.0208840778295407,3.6083011064835455e-17
209173_at,-8.523483104960263,2.7738459601731485e-40
209182_s_at,1.2000895697451357,9.032144622715227e-08
209189_at,-2.0891505892025215,1.7919461692360202e-07
209191_at,1.0835296081118102,5.5095911295413714e-11
209195_s_at,-1.2932512304741035,4.0394067721733085e-20
209204_at,1.531127815839957,1.3959020898885994e-14
209205_s_at,1.6997680241161959,1.441293396552227e-13
209209_s_at,-1.0734703781858048,0.0006040363969026568
209211_at,1.479222214305289,1.8381324842338899e-09
209212_s_at,1.9202991942998082,3.875963736508657e-08
209213_at,1.14169555768704,1.0743907122952266e-06
209233_at,1.0464425924910916,2.5426359361697165e-12
209243_s_at,1.821972770622089,2.4843929942236442e-05
209260_at,1.3332227295149348,9.465425321820749e-07
209267_s_at,1.2901838284461515,2.222798360168356e-07
209283_at,2.646666100301454,1.8151388040003572e-11
209286_at,1.2175173225541274,2.228466750681666e-06
209288_s_at,1.0503382049876677,7.917878221748434e-07
209289_at,1.1645384516305857,3.261637282488613e-07
209290_s_at,1.2090372677445878,2.5336107173748555e-07
209291_at,1.5340220772814472,0.00048088048975939265
209292_at,1.2650310167169083,0.001692147372550777
209293_x_at,1.4639506933406423,8.68100432495064e-08
209298_s_at,-1.2451379007947372,1.1569463718778502e-11
209309_at,-3.0892399753357047,1.1792713331023429e-09
209321_s_at,1.4135583776377105,1.852441424695348e-11
209335_at,-1.9123358043299543,1.1775278274154917e-10
209337_at,1.4534781364757468,4.982493086752877e-16
209341_s_at,-1.3925656481227708,6.939498133596584e-14
209342_s_at,-1.5695775061660733,4.551397398152456e-13
209343_at,-1.70115953137846,1.1807434787938415e-08
209356_x_at,-1.2099747108796928,3.95741502809725e-07
209360_s_at,-1.1394148177582863,2.8771195146923147e-10
209365_s_at,-1.7259767086873126,2.4604522851420727e-09
209366_x_at,-1.7628598465332974,6.487997419491966e-16
209386_at,1.6325679528638037,1.4934531473385286e-09
209387_s_at,2.050259569745135,1.6752413063097957e-10
209395_at,4.048981285283639,1.1681340755027279e-17
209396_s_at,4.356783620169908,3.9176676767127315e-19
209397_at,1.1612818936694982,3.03974409783483e-14
209406_at,1.7345284762948756,1.5669281514347256e-06
209408_at,2.861505938613319,1.778490757951007e-15
209421_at,1.5401550890654985,1.921608333850597e-21
209425_at,-1.3261467771992317,3.08100955065114e-11
209431_s_at,-1.052229704028501,4.284081368648504e-13
209433_s_at,1.3287177665113736,3.357162841272105e-07
209434_s_at,1.2967185804329953,6.109440910115216e-12
209436_at,-2.008171964921896,7.1399600956719274e-09
209443_at,-1.984539473828446,8.429066990707688e-06
209457_at,-1.9705800822143065,1.9191780558196538e-09
209459_s_at,-3.473130082214305,2.1082289880586236e-16
209460_at,-2.5072513428336523,3.414226894338193e-14
209464_at,2.429375291860783,3.7072540422742605e-17
209480_at,1.1554777637708948,0.032420548099245446
209494_s_at,-1.699688169361469,2.641866876019735e-14
209498_at,1.785467716360646,8.818448466882804e-05
209504_s_at,2.5672485968758556,1.726926312469376e-11
209505_at,-2.7157542258152922,6.749482799096905e-16
209506_s_at,-1.0055593505069869,2.510745922970405e-06
209522_s_at,-1.9133468100849562,1.7686848690168037e-11
209535_s_at,1.706534998629761,1.4212663093775273e-16
209540_at,-2.1248119895861866,2.847924240684139e-06
209541_at,-2.252782998081667,1.3021119365201471e-06
209542_x_at,-1.5673240038366671,4.275962337478025e-06
209544_at,1.080846078377638,1.7840496802058178e-12
209545_s_at,1.4277367580158957,1.9179123330421338e-16
209550_at,-1.539556116744314,4.346367413691506e-11
209574_s_at,-1.3574249081940248,1.5220170956227145e-08
209576_at,1.0703536749794482,6.718792065011879e-06
209581_at,-1.5545184406686747,4.080185066826024e-06
209596_at,-1.2489602822691168,3.6233433684396792e-09
209602_s_at,-4.233814776651139,5.605339163248698e-26
209603_at,-4.409662913126884,2.0362131687974847e-25
209604_s_at,-3.864831096190736,1.4216629513101388e-25
209609_s_at,1.039425267196492,1.4490668621399953e-17
209610_s_at,-1.5219564401205794,1.3170584956462178e-08
209612_s_at,-1.2205751164702652,0.01235322191680969
209613_s_at,-1.386404889010688,0.00576357105587258
209617_s_at,-1.1470373773636613,0.00037915801599227884
209623_at,-2.2672811071526455,1.7704083567881027e-18
209624_s_at,-1.8339383420115087,8.869172517324882e-12
209626_s_at,1.1332059358728408,2.597461247906957e-06
209629_s_at,1.36495275143875,2.153303781686886e-06
209641_s_at,-1.5857667114277882,3.50918490540104e-07
209642_at,2.8639952288298165,9.019895569318424e-18
209644_x_at,2.6404513921622357,4.819270016664825e-18
209651_at,-1.3281781474376562,2.3676317528945296e-07
209653_at,1.4115016388051522,9.54320207174978e-10
209665_at,-1.0159017073170737,7.585178996176686e-14
209679_s_at,1.216190855028774,4.360636466444207e-06
209680_s_at,1.608637983009042,2.2848001352839692e-17
209681_at,-1.2625739408056997,4.111768654718181e-08
209686_at,1.803670364483421,4.1415307669731036e-09
209687_at,-1.2137959440942705,1.7595520030686214e-05
209693_at,-1.343903406412716,4.098737052500191e-08
209695_at,1.6349425020553578,1.459611801820385e-08
209696_at,-3.5117012085502886,1.0567057790015186e-20
209708_at,1.2301927706220877,8.642570399074088e-06
209709_s_at,2.03802514661551,1.6166167224124764e-10
209710_at,-1.7983236859413525,6.48121885141578e-11
209714_s_at,1.657547791175662,4.3114147085326e-06
209723_at,1.0981254425870093,0.0008532862449256577
209730_at,-1.0262328775006848,1.8142095165726042e-14
209739_s_at,-1.156171148259797,1.0940622321296725e-06
209740_s_at,-1.1419240887914492,8.3440412105454e-08
209744_x_at,1.0976493779117558,4.9603373260587505e-09
209747_at,-2.362478202247191,4.393103868926182e-23
209753_s_at,1.2104239380652224,7.124120304437429e-10
209754_s_at,1.5057587695258992,5.438610863253617e-09
209758_s_at,-1.6462410961907388,1.3247911980899917e-05
209773_s_at,2.045120200054808,2.6152988019040197e-07
209774_x_at,1.0803363387229368,0.0005970473055285868
209781_s_at,1.5675213565360355,1.3496370622431844e-08
209791_at,1.6917175993422866,8.877973189892696e-06
209792_s_at,3.2461945327486985,1.870015909782727e-13
209800_at,3.2736084050424776,8.080622848577626e-13
209815_at,1.9158616771718293,2.633648327292831e-12
209822_s_at,1.744683239243627,9.087741250891423e-08
209825_s_at,1.6101407399287488,1.6261387486844867e-20
209832_s_at,1.57680476568923,4.2399838270211305e-18
209834_at,1.3064382049876677,1.0055326359244372e-12
209842_at,3.5743376788161147,3.9583402725854474e-16
209843_s_at,1.147835368594135,8.564123926127907e-17
209869_at,-1.8538323074815022,3.857180424395504e-06
209875_s_at,1.0742103562619878,0.00059399795809243
209891_at,1.7769833241984099,1.388679359029748e-12
209897_s_at,-1.593789177856947,3.5617195577434165e-10
209900_s_at,1.9423914031241427,1.1508360364108788e-13
209917_s_at,-1.5673689832830915,1.8215601774693166e-12
209921_at,1.4784171553850376,1.8298453732090553e-07
209924_at,2.069180317895314,9.915597374430175e-06
209946_at,-1.006895108248833,1.1637166681459602e-06
209948_at,1.1418589695807073,5.7495737822468647e-05
209949_at,1.0037860043847626,0.00020344216028220124
209955_s_at,-1.9257359797204714,2.6042668878667556e-12
209969_s_at,1.007254395724857,0.0006952580545484978
209990_s_at,2.178042639079199,9.148601156927965e-10
210001_s_at,1.1439361222252664,6.399589973088958e-07
210002_at,1.0745411564812297,0.00010086209119038418
210005_at,1.2202420005480952,2.061076485766315e-22
210008_s_at,1.281984110715264,5.761976825227264e-19
210013_at,-1.4419880515209638,2.3549974844505565e-09
210021_s_at,-1.5122951082488347,5.624507735085462e-06
210024_s_at,1.0946406248287186,2.263581806401401e-08
210026_s_at,-1.143525217867909,5.63163947655829e-05
210029_at,2.955938147437654,1.105843068773784e-08
210052_s_at,2.7745102027952857,8.085262252555834e-13
210053_at,1.6251387064949299,1.6154253996336974e-20
210056_at,-1.9780674157303366,3.1733748829814696e-14
210073_at,2.648088651685394,4.483060862520444e-19
210074_at,1.9142413154288862,2.9062554801086496e-16
210084_x_at,-3.2369259989038097,6.668820100591564e-14
210085_s_at,-2.9110362592491095,6.241016000925371e-13
210092_at,1.5185252863798304,6.543481394618244e-17
210093_s_at,1.2649514250479559,2.509898667902335e-21
210096_at,-2.084330263085777,1.6149018824313802e-06
210108_at,-2.6840672732255415,5.26253547044656e-11
210115_at,1.3944912249931498,7.200739185705861e-12
210130_s_at,-1.9811872896684015,2.7169791790973874e-12
210145_at,2.4649004110715267,1.4788263126539856e-12
210147_at,3.054382630857771,2.863223401836995e-13
210150_s_at,-1.0462452397917241,1.7999013051037008e-09
210153_s_at,1.08073363661277,2.9124140302035815e-13
210154_at,1.5831637708961352,8.881856546089007e-15
210163_at,1.489485631679912,0.0005104112245640705
210164_at,2.4370202603453013,5.340839298072138e-08
210176_at,1.9928419758838052,1.0385020410093382e-10
210180_s_at,1.1779922389695807,3.034155215874461e-13
210206_s_at,1.5857092628117289,8.247311245264484e-18
210239_at,-1.1182246999177865,3.0054205497205125e-07
210241_s_at,-1.6347350726226368,1.3234987393633458e-15
210253_at,1.2588833269388875,2.806647095924647e-09
210272_at,-1.9880963579062754,6.291307518631041e-05
210297_s_at,-1.3175691614140854,0.002328264225614498
210319_x_at,-2.1498827048506444,1.0623104318690688e-14
210334_x_at,1.3793806138668128,2.461592096739318e-09
210336_x_at,-1.046603217319812,1.982865112922966e-15
210347_s_at,3.062571044121677,8.122003225658568e-24
210354_at,1.1343501781309944,1.7466834862387373e-06
210365_at,-1.0861828254316253,4.580785872424367e-05
210372_s_at,1.2896004576596312,7.242631932043252e-05
210397_at,1.3144654782132106,0.002105571821564127
210416_s_at,1.5126607508906549,6.643020465160315e-15
210458_s_at,1.172280446697723,1.4131080429341427e-09
210469_at,-1.4711595971499039,3.195568647758551e-10
210517_s_at,-1.6793042970676888,6.863468698772252e-09
210519_s_at,-1.1069436475746786,0.0004595559268527702
210523_at,-1.3257818827075911,0.0011179747374660336
210538_s_at,1.2963746231844349,1.8695556257645983e-05
210543_s_at,1.0022891340093185,1.0968861750521428e-08
210546_x_at,1.1211075500137029,0.010678021150511266
210547_x_at,-1.5046785009591677,4.741043784154183e-17
210559_s_at,1.9325945683748964,2.3280482439382653e-09
210563_x_at,1.014888405042477,2.1158466132341735e-09
210564_x_at,1.0615046478487251,2.4553271968946597e-09
210567_s_at,2.0133248917511657,2.552589476146506e-21
210576_at,-1.9363533132365034,9.401409477350485e-05
210605_s_at,1.2066741298986,1.469734607537515e-07
210621_s_at,-1.1159592545902992,4.923304010549726e-12
210639_s_at,1.15055464510825,8.59828321038415e-07
210652_s_at,-2.5044823513291306,3.6033053121175247e-12
210674_s_at,-1.2403018059742412,0.00043543826678647894
210683_at,1.9901795012332149,3.0285921984873176e-15
210692_s_at,1.4182480515209654,1.1672683734502188e-11
210701_at,1.3345701510002739,3.251557462476788e-07
210720_s_at,-1.2663081940257586,7.48758438080932e-10
210735_s_at,-4.925958204987667,2.489934012265613e-21
210754_s_at,1.4868690819402586,5.562331723436249e-13
210758_at,1.4870984708139208,1.7975221403292677e-23
210761_s_at,-2.9475703206357897,6.51201687918903e-10
210778_s_at,-1.146504477939163,3.893258157360717e-12
210785_s_at,1.3683937078651676,1.2802950151460193e-07
210791_s_at,-1.8936603217319825,5.4848583649309395e-14
210794_s_at,-1.1361022910386405,2.8036034699170696e-07
210809_s_at,-1.3657370759112055,2.5556470761201853e-13
210821_x_at,1.4239487996711424,5.885542991428884e-15
210854_x_at,1.1271184653329698,4.23751567247707e-06
210873_x_at,1.4371866346944362,7.002671338857501e-08
210886_x_at,-1.8707805809810898,4.2506993654016373e-16
210904_s_at,-1.257134466977254,1.4072868157416653e-05
210930_s_at,-3.353474206631953,1.6902623190973808e-11
210933_s_at,1.3613398109070989,2.632951429341656e-13
210942_s_at,1.2705658947656895,1.014844801666726e-12
210958_s_at,-1.0796076979994522,1.2586033468138488e-10
210959_s_at,1.8239789586187993,2.5390307387144096e-09
210973_s_at,-1.0585388352973402,7.247472906176655e-06
210983_s_at,1.3986524362839141,8.498921076213095e-18
211000_s_at,-1.980835623458482,1.16870016884826e-10
211002_s_at,1.2567113263907945,2.5531014666639375e-10
211020_at,1.04085828994245,1.7922973916156618e-09
211026_s_at,-1.633789498492738,8.031280106913174e-09
211042_x_at,1.5952402137571937,9.629846932368987e-23
211056_s_at,1.4531789558783226,3.3795069580398365e-09
211063_s_at,1.173472211564814,3.985353978291399e-22
211080_s_at,2.1392573718827084,1.628062934565883e-16
211084_x_at,1.1562229076459305,1.120643154385244e-14
211110_s_at,-5.415740635790629,2.807562270385436e-36
211113_s_at,-1.0739824308029604,4.865675808458506e-08
211122_s_at,1.7936045245272672,0.0010294677903752744
211126_s_at,1.1665673938065213,1.069483180335397e-06
211139_s_at,1.817537415730337,2.7016881589420723e-14
211150_s_at,1.0067816552480142,2.8261029000966365e-07
211161_s_at,-1.2911822691148274,1.796302717119295e-11
211248_s_at,-1.0523334255960535,4.231565984766731e-06
211323_s_at,-1.691108733899699,1.1720671199109397e-08
211421_s_at,-2.9768639490271314,7.0152474287725004e-09
211423_s_at,-1.0359936557961094,4.79008357966269e-08
211450_s_at,1.4364862482872027,2.5852851123455662e-12
211466_at,1.3414836311318163,4.0658314256303254e-07
211467_s_at,1.603528892847355,3.339459144447615e-07
211488_s_at,1.3014928007673339,9.268615688227308e-12
211519_s_at,2.921484573855852,1.6935782187860277e-22
211535_s_at,-1.1129666319539595,5.691545836837309e-07
